"","Name","Earn"
"7521","Ivy Tech Community College-Lafayette","29400"
"7522","Ivy Tech Community College-Northeast","29400"
"7523","Ivy Tech Community College-South Central","29400"
"7524","Ivy Tech Community College-Southwest","29400"
"7525","Ivy Tech Community College-Wabash Valley","29400"
"7526","Ivy Tech Community College-Richmond","29400"
"7527","Ivy Tech Community College-Northwest","29400"
"7528","Ivy Tech Community College-Southeast","29400"
"7529","Ivy Tech Community College-Bloomington","29400"
"7530","Ivy Tech Community College-Central Indiana","29400"
"7531","Harrison College-Anderson","23500"
"7532","Harrison College-Columbus","23500"
"7533","Harrison College-Muncie","23500"
"7534","Harrison College-Terre Haute","23500"
"7535","Harrison College-Lafayette","23500"
"7536","Harrison College-Indianapolis East","23500"
"7537","Harrison College-Evansville","23500"
"7538","Harrison College-Fort Wayne","23500"
"7539","Harrison College-Northwest","23500"
"7540","Harrison College-Elkhart","23500"
"7541","Marian University","41000"
"7542","Marian University","41000"
"7543","Graceland University - Independence","35200"
"7544","Baker University School of Nursing","52000"
"7545","Baker University School of Professional and Graduate Studies and Graduate School of Education","52000"
"7546","CBTS - Wisconsin","NULL"
"7547","Coffeyville Technical Campus","31100"
"7548","Columbus Technical Campus","31100"
"7549","Marinello School of Beauty-Lawrence","20500"
"7550","PJ's College of Cosmetology- Greenfield","16100"
"7551","PJ's College of Cosmetology- Muncie","16100"
"7552","PJ's College of Cosmetology- Indianapolis","16100"
"7553","PJ's College of Cosmetology- Plainfield","16100"
"7554","PJ's College of Cosmetology- Louisville","16100"
"7555","Daymar College-Owensboro","21600"
"7556","Union College London Center","31300"
"7557","Northeast Louisiana Technical College","NULL"
"7558","Empire Beauty School-Caribou","17600"
"7559","Empire Beauty School-Bangor","17600"
"7560","Empire Beauty School-Waterville","17600"
"7561","International Beauty School","14900"
"7562","The Art Institute of Boston at Lesley University","34800"
"7563","Wentworth Institute of Technology","54800"
"7564","Wentworth Institute of Technology","54800"
"7565","Wentworth Institute of Technology","54800"
"7566","Cleary University","53600"
"7567","Davenport University-Warren Location","31400"
"7568","Davenport University-Kalamazoo Location","31400"
"7569","Davenport University-Lansing Location","31400"
"7570","Davenport University-Midland Location","31400"
"7571","Davenport University-Holland Location","31400"
"7572","Davenport University-Flint Location","31400"
"7573","Davenport University-Traverse City Location","31400"
"7574","Davenport University-Saginaw Location","31400"
"7575","Davenport University-Livonia Location","31400"
"7576","Davenport University-Battle Creek Location","31400"
"7577","Anoka-Ramsey Community College-Cambridge Campus","36100"
"7578","Central Lakes College-Staples Campus","32400"
"7579","M State - Detroit Lakes Campus","34600"
"7580","M State - Moorhead Campus","34600"
"7581","M State - Wadena Campus","34600"
"7582","South Central  College-Faribault","33600"
"7583","Mesabi Range College","33100"
"7584","Northland Community and Technical College - East Grand Forks","36500"
"7585","Rasmussen College-Bloomington","30400"
"7586","Rasmussen College-Eagan","30400"
"7587","Rasmussen College-Mankato","30400"
"7588","Rasmussen College-Brooklyn Park","30400"
"7589","Rasmussen College-Lake Elmo/Woodbury","30400"
"7590","Rasmussen College-Blaine","30400"
"7591","Ridgewater College","31700"
"7592","Minnesota State College-SE Technical-Red Wing","33300"
"7593","Copiah-Lincoln Community College Simpson County Center","28200"
"7594","Copiah-Lincoln Community College-Natchez Campus","28200"
"7595","Pearl River Community College-Forrest County Center","29800"
"7596","City College Montana State University Billings","34700"
"7597","The University of Montana - Missoula College","37100"
"7598","Marinello School of Beauty-Henderson","20100"
"7599","Marinello School of Beauty","NULL"
"7600","New Hampshire Institute for Therapeutic Arts","26400"
"7601","American Institute","24700"
"7602","Berkeley College - Westchester Campus","38500"
"7603","Briarcliffe College–Patchogue","36100"
"7604","Culinary Institute of America at Greystone","40200"
"7605","Culinary Institute of America  San Antonio","40200"
"7606","Pratt Manhattan-A Division of Pratt Institute","39700"
"7607","Saint Josephs College-Long Island","47300"
"7608","Gaston College","25600"
"7609","Rasmussen College-Bismarck","30400"
"7610","Los Angeles Center","53400"
"7611","Florida Center","53400"
"7612","Sacramento Center","53400"
"7613","Montpelier Center - Closed July 2013","53400"
"7614","Brattleboro Center","53400"
"7615","New England Center","53400"
"7616","Corban University Puget Sound Campus","35700"
"7617","Western Seminary-San Jose","NULL"
"7618","Western Seminary-Sacramento","NULL"
"7619","Toni&Guy Hairdressing Academy","18900"
"7620","Bucks County Community College-Upper Bucks Campus","36800"
"7621","Bucks County Community College-Lower Bucks Campus","36800"
"7622","Harrisburg Area Community College-Lancaster","33600"
"7623","Harrisburg Area Community College-Gettysburg","33600"
"7624","Harrisburg Area Community College-Lebanon","33600"
"7625","Harrisburg Area Community College-York","33600"
"7626","New Castle School of Trades","34200"
"7627","Northampton County Area Community College-Monroe","31300"
"7628","Villanova University - Summer Music Studies Program","31000"
"7629","Laurel Technical Institute Meadville","17900"
"7630","South Hills School of Business and Technology-Altoona","29900"
"7631","Spark","41200"
"7632","Galveston College - Charlie Thomas Family Applied Technology Center","34500"
"7633","San Jacinto College-North Campus","36700"
"7634","San Jacinto College-South Campus","36700"
"7635","Southwest School of Business and Technical Careers-South Texas","19900"
"7636","Southwest School of Business and Technical Careers-Corpus Christi","19900"
"7637","Texas A&M University-San Antonio","42500"
"7638","Snow College-Richfield Campus","31600"
"7639","Strayer University-Alexandria Campus","49100"
"7640","Strayer University-Woodbridge Campus","49100"
"7641","Strayer University-Manassas Campus","49100"
"7642","Strayer University-Loudoun Campus","49100"
"7643","Strayer University-Fredericksburg Campus","49100"
"7644","Strayer University-Henrico Campus","49100"
"7645","Strayer University-Chesterfield Campus","49100"
"7646","Strayer University-Chesapeake Campus","49100"
"7647","Strayer University-Newport News Campus","49100"
"7648","Strayer University-Virginia Beach Campus","49100"
"7649","Union Presbyterian Seminary-Charlotte","NULL"
"7650","Washington State University-Vancouver","48300"
"7651","Washington State University-Spokane","48300"
"7652","Washington State University-Tri Cities","48300"
"7653","West Virginia Business College-Nutter Fort","16200"
"7654","University of the Virgin Islands-Albert A. Sheen","31400"
"7655","Vista College","22900"
"7656","Vista College","22900"
"7657","Computer Career Center-Las Cruces","22900"
"7658","Fremont College","30800"
"7659","Rob Roy Academy - Woonsocket","21100"
"7660","CC's Cosmetology College","14800"
"7661","CC's Cosmetology College","14800"
"7662","CC's Cosmetology College-Texarkana","14800"
"7663","CC's Cosmetology College-Texarkana","14800"
"7664","YTI Career Institute - Altoona","22000"
"7665","SW School of Business & Technical Careers","PrivacySuppressed"
"7666","SW School of Business & Technical Careers","PrivacySuppressed"
"7667","SW School of Business and Technical Careers-Del Rio","15800"
"7668","SW School of Business and Technical Careers-North Campus","15800"
"7669","SW School of Business and Technical Careers-South Campus","15800"
"7670","Everglades University-Orlando","45800"
"7671","Everglades University-Sarasota","45800"
"7672","UEI College","PrivacySuppressed"
"7673","Wright Career College - Oklahoma City  OK","18400"
"7674","Wright Career College - Tulsa  OK","18400"
"7675","Florida National University-South Campus","24100"
"7676","Florida National University Training Center","24100"
"7677","Marinello School of Beauty-Concord","21300"
"7678","Marinello School of Beauty-Stockton","21300"
"7679","Connecticut Aero Tech  School","PrivacySuppressed"
"7680","Compu-Med Vocational Careers Corp","17900"
"7681","Southeastern College-Miami Lakes","26600"
"7682","Southeastern College-St. Petersburg","26600"
"7683","Southeastern College-New Port Richey","26600"
"7684","Southeastern College - Tampa","26600"
"7685","Colorado Technical University","46500"
"7686","Strayer University-Rockville Campus","49100"
"7687","Strayer University-Anne Arundel Campus","49100"
"7688","Strayer University-White Marsh Campus","49100"
"7689","Strayer University-Owings Mills Campus","49100"
"7690","Blue Cliff College","30000"
"7691","Franklin Career Institute - Brooklyn Campus","20300"
"7692","International Yacht Restoration School","PrivacySuppressed"
"7693","McCann School of Business & Technology","24000"
"7694","McCann School of Business & Technology","24000"
"7695","McCann School of Business & Technology","24000"
"7696","McCann School of Business & Technology","24000"
"7697","McCann School of Business & Technology","24000"
"7698","Central Florida Institute","25200"
"7699","Marinello School of Beauty-Wichita","20100"
"7700","Marinello School of Beauty-Overland Park","20100"
"7701","Texas Barber Colleges and Hairstyling Schools Branch Campus #1","21800"
"7702","Texas Barber Colleges and Hairstyling Schools Branch Campus #2","21800"
"7703","Texas Barber Colleges and Hairstyling Schools Branch Campus #6","21800"
"7704","Texas Barber Colleges and Hairstyling Schools Branch Campus #5","21800"
"7705","Texas Barber Colleges and Hairstyling Schools Branch Campus #7","21800"
"7706","Design's School of Cosmetology","19100"
"7707","Southeastern Institute-Nashville","29200"
"7708","Strayer University-Nashville Campus","49100"
"7709","Strayer University-Shelby Oaks Campus","49100"
"7710","Strayer University-Knoxville Campus","49100"
"7711","Strayer University-Delaware County Campus","49100"
"7712","Strayer University-King of Prussia Campus","49100"
"7713","Strayer University-Center City Campus","49100"
"7714","Strayer University-Lower Bucks County Campus","49100"
"7715","Strayer University-Warrendale Campus","49100"
"7716","Strayer University-Allentown Campus","49100"
"7717","Expertise Cosmetology Institute","PrivacySuppressed"
"7718","Marinello School of Beauty-Torrington","PrivacySuppressed"
"7719","Marinello School of Beauty-Enfield","PrivacySuppressed"
"7720","Marinello School of Beauty-Northampton","PrivacySuppressed"
"7721","Blake Austin College Beauty Academy","PrivacySuppressed"
"7722","Rasmussen College-Aurora","30400"
"7723","Rasmussen College–Romeoville/Joliet","30400"
"7724","Rasmussen College-Mokena/Tinley Park","30400"
"7725","Strayer University-Tampa East Campus","49100"
"7726","Strayer University-Maitland Campus","49100"
"7727","Strayer University-Orlando East Campus","49100"
"7728","Strayer University-Sand Lake Campus","49100"
"7729","Strayer University-Baymeadows Campus","49100"
"7730","Strayer University-Palm Beach Gardens Campus","49100"
"7731","Strayer University-Coral Springs Campus","49100"
"7732","Strayer University-Fort Lauderdale Campus","49100"
"7733","Strayer University-Miramar Campus","49100"
"7734","Strayer University-Doral","49100"
"7735","Strayer University-Brickell","49100"
"7736","Make-up Designory","PrivacySuppressed"
"7737","Dayton School of Medical Massage-Lima","PrivacySuppressed"
"7738","Cincinnati School of Medical Massage","PrivacySuppressed"
"7739","Cleveland Institute of Medical Massage","PrivacySuppressed"
"7740","CCI Training Center","PrivacySuppressed"
"7741","Strayer University-Huntsville Campus","49100"
"7742","Rasmussen College-Appleton","30400"
"7743","Rasmussen College-Wausau","30400"
"7744","Strayer University-Louisville Campus","49100"
"7745","Strayer University-Florence Campus","49100"
"7746","Strayer University-North Charlotte","49100"
"7747","Strayer University-South Charlotte","49100"
"7748","Strayer University-North Raleigh Campus","49100"
"7749","Strayer University-Greensboro Campus","49100"
"7750","Strayer University-Huntersville Campus","49100"
"7751","Strayer University-South Raleigh Campus","49100"
"7752","Strayer University-Willingboro Campus","49100"
"7753","Strayer University-Lawrenceville","49100"
"7754","Strayer University-Piscataway","49100"
"7755","National Beauty College","NULL"
"7756","Cambridge Institute of Allied Health & Technology","NULL"
"7757","Professional Hands Institute","NULL"
"7758","Professional Hands Institute","NULL"
"7759","Utah County Campus","NULL"
"7760","Strayer University-Columbus Campus","49100"
"7761","Strayer University-Fairview Park Campus","49100"
"7762","Strayer University-Akron Campus","49100"
"7763","Strayer University","49100"
"7764","Strayer University","49100"
"7765","Park West Barber School","NULL"
"7766","Park West Barber School","NULL"
"7767","Strayer University-Cobb Campus","49100"
"7768","Strayer University-Morrow Campus","49100"
"7769","Strayer University-Roswell Campus","49100"
"7770","Strayer University-Douglasville Campus","49100"
"7771","Strayer University-Lithonia Campus","49100"
"7772","Strayer University-Savannah Campus","49100"
"7773","Strayer University-Augusta Campus","49100"
"7774","Strayer University-Columbus","49100"
"7775","Strayer University-Columbia Campus","49100"
"7776","Strayer University-Charleston Campus","49100"
"7777","Strayer University-Irving","49100"
"7778","Strayer University-Katy","49100"
"7779","Strayer University-Northwest Houston","49100"
"7780","Strayer University-Plano","49100"
"7781","Unitek College","NULL"
"7782","Twin Rivers Adult School - Grand Avenue Center","NULL"
"7783","Twin Rivers Adult School - Arnold Avenue Center","NULL"
"7784","Greater Sacramento Urban League","NULL"
"7785","I-TAP","NULL"
