"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"3888","Advanced Technology Institute","Virginia Beach","VA","23462","www.auto.edu","36.841029","-76.182939","0.9045",3,"11","NULL",23880,"0","0","0","0","0","0","0","0","0","0","0","0"
"3889","Averett University","Danville","VA","24541","www.averett.edu","36.577273","-79.413214","0.5964",2,"32","923",37868,"1","1","0","1","1","0","1","1","1","1","1","1"
"3890","Blue Ridge Community College","Weyers Cave","VA","24486-0080","www.brcc.edu","38.279582","-78.939038","NULL",1,"41","NULL",11805,"0","0","0","0","0","0","0","0","0","0","0","0"
"3891","Bluefield College","Bluefield","VA","24605","www.bluefield.edu","37.245681","-81.244879","0.9799",2,"32","907",34823,"0","0","0","0","1","0","1","1","1","1","2","1"
"3892","Bridgewater College","Bridgewater","VA","22812-1599","www.bridgewater.edu/about-us","38.378391","-78.969011","0.4782",2,"23","1056",42376,"0","1","0","1","0","0","1","1","1","1","1","1"
"3893","College of William and Mary","Williamsburg","VA","23187-8795","www.wm.edu","37.271997","-76.709417","0.3302",1,"23","1373",28329,"0","0","0","1","0","0","1","1","1","1","1","1"
"3894","Regent University","Virginia Beach","VA","23464","www.regent.edu","36.800929","-76.192844","0.7982",2,"11","1066",27182,"0","0","0","1","1","0","0","1","1","0","2","1"
"3895","Central School of Practical Nursing","Norfolk","VA","23502","schools.nps.K12.va.us/ntc/central-school-of-practical-nursing/","36.869409","-76.209528","NULL",1,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3896","Central Virginia Community College","Lynchburg","VA","24502-2498","www.cvcc.vccs.edu","37.358895","-79.184391","NULL",1,"13","NULL",8640,"0","0","0","0","0","0","0","0","0","0","0","0"
"3897","Christopher Newport University","Newport News","VA","23606-3072","www.cnu.edu","37.059919","-76.488408","0.5588",1,"12","1152",25559,"0","0","0","1","0","1","1","1","1","1","1","1"
"3898","Suffolk Beauty Academy","Suffolk","VA","23434-3020","suffolkbeautyacademy.edu","36.73951","-76.563928","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3899","Bryant & Stratton College-Virginia Beach","Virginia Beach","VA","23462","www.bryantstratton.edu","36.82779","-76.138144","NULL",3,"11","NULL",21286,"0","0","0","0","0","0","0","0","0","0","1","0"
"3900","Bryant & Stratton College-Richmond","North Chesterfield","VA","23235","www.bryantstratton.edu","37.460414","-77.542139","NULL",3,"21","NULL",21083,"0","0","0","0","0","0","0","0","0","0","1","0"
"3901","Jefferson College of Health Sciences","Roanoke","VA","24013","www.jchs.edu","37.26608","-79.939931","NULL",2,"13","NULL",33818,"0","0","0","0","0","0","1","0","1","0","0","0"
"3902","Dabney S Lancaster Community College","Clifton Forge","VA","24422-1000","www.dslcc.edu","37.812546","-79.85179","NULL",1,"41","NULL",8974,"0","0","0","0","0","0","0","0","0","0","0","0"
"3903","Danville Community College","Danville","VA","24541-4004","www.dcc.vccs.edu","36.565714","-79.40855","NULL",1,"32","NULL",10498,"0","0","0","0","0","0","0","0","0","0","0","0"
"3904","Eastern Virginia Medical School","Norfolk","VA","23507","www.evms.edu","36.861681","-76.300768","NULL",1,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3905","Centura College-Virginia Beach","Virginia Beach","VA","23452-7431","www.centuracollege.edu","36.837641","-76.064503","NULL",3,"11","NULL",30373,"0","0","0","0","0","0","0","0","0","0","2","0"
"3906","Emory & Henry College","Emory","VA","24327-0947","www.ehc.edu","36.772543","-81.831737","0.7172",2,"41","995",41251,"0","1","0","0","1","0","1","1","1","1","1","1"
"3907","Eastern Mennonite University","Harrisonburg","VA","22802-2462","www.emu.edu","38.478611","-78.876077","0.6044",2,"13","1003",40024,"0","1","0","1","1","0","1","1","1","1","1","1"
"3908","Eastern Shore Community College","Melfa","VA","23410","www.es.vccs.edu","37.64046","-75.750802","NULL",1,"43","NULL",10330,"0","0","0","0","0","0","0","0","0","0","0","0"
"3909","Ferrum College","Ferrum","VA","24088-9000","www.ferrum.edu","36.926648","-80.020864","0.7331",2,"42","852",40553,"1","1","0","1","1","0","1","1","1","1","1","1"
"3910","George Mason University","Fairfax","VA","22030-4444","www.gmu.edu","38.83088","-77.30794","0.6665",1,"21","1152",23212,"0","1","0","2","1","1","1","1","1","1","1","1"
"3911","Germanna Community College","Locust Grove","VA","22508-2102","www.germanna.edu","38.375556","-77.780132","NULL",1,"41","NULL",10532,"0","0","0","0","0","0","0","0","0","0","0","0"
"3912","Hampden-Sydney College","Hampden-Sydney","VA","23943-0128","www.hsc.edu","37.242482","-78.461371","0.4727",2,"42","1098",52016,"0","0","0","1","0","0","1","1","1","1","1","1"
"3913","Hampton University","Hampton","VA","23668-0099","www.hamptonu.edu","37.0199","-76.331108","0.2906",2,"12","999",33798,"0","0","0","1","1","1","1","1","1","1","2","1"
"3914","Hollins University","Roanoke","VA","24020","www.hollins.edu","37.354629","-79.942196","0.5647",2,"22","1082",47787,"0","1","0","0","0","0","1","1","1","1","1","1"
"3915","J Sargeant Reynolds Community College","Richmond","VA","23228-2327","www.reynolds.edu","37.637415","-77.472958","NULL",1,"21","NULL",11341,"0","0","0","0","0","0","0","0","0","0","0","0"
"3916","James Madison University","Harrisonburg","VA","22807","www.jmu.edu/","38.435332","-78.871663","0.6573",1,"13","1153",22601,"0","0","0","1","0","1","1","1","1","1","1","1"
"3917","John Tyler Community College","Chester","VA","23831-5316","www.jtcc.edu","37.346261","-77.407937","NULL",1,"21","NULL",10684,"0","0","0","0","0","0","0","0","0","0","0","0"
"3918","Everest College-Newport News","Newport News","VA","23606","www.everest.edu/campus/newport_news","37.084342","-76.46524","NULL",3,"12","NULL",23987,"0","0","0","0","0","0","0","0","0","0","0","0"
"3919","Liberty University","Lynchburg","VA","24515","www.liberty.edu","37.350345","-79.179688","0.2232",2,"13","1040",32077,"0","0","0","2","2","1","1","1","2","2","2","2"
"3920","Longwood University","Farmville","VA","23909","www.longwood.edu","37.301073","-78.395789","0.7292",1,"33","1005",23468,"0","0","0","1","0","0","1","1","1","1","1","1"
"3921","Lord Fairfax Community College","Middletown","VA","22645","www.lfcc.edu","39.036001","-78.267325","NULL",1,"41","NULL",11032,"0","0","0","0","0","0","0","0","0","0","0","0"
"3922","Lynchburg College","Lynchburg","VA","24501-3113","www.lynchburg.edu","37.397678","-79.184153","0.6675",2,"13","998",44236,"0","1","0","1","1","0","1","1","1","1","1","1"
"3923","Centra College of Nursing","Lynchburg","VA","24501","centracon.edu","37.4051","-79.174101","NULL",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3924","Mary Baldwin College","Staunton","VA","24401","www.mbc.edu","38.155724","-79.067741","0.9545",2,"13","979",40203,"0","0","0","1","0","0","1","1","1","1","1","1"
"3925","University of Mary Washington","Fredericksburg","VA","22401-5300","www.umw.edu","38.302206","-77.474392","0.7672",1,"22","1114",23371,"0","0","0","1","0","0","1","1","1","1","1","1"
"3926","Marymount University","Arlington","VA","22207-4224","www.marymount.edu","38.905552","-77.128799","0.8396",2,"12","1001",41008,"0","0","0","1","1","0","1","1","1","1","1","1"
"3927","Danville Regional Medical Center School of Health Professions","Danville","VA","24541","danvilleregional.com/professionals/radtech.dot","36.578155","-79.405414","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3928","Mountain Empire Community College","Big Stone Gap","VA","24219","www.mecc.edu","36.855116","-82.758482","NULL",1,"32","NULL",9820,"0","0","0","0","0","0","0","0","0","0","0","0"
"3929","American National University","Salem","VA","24153","https://www.an.edu","37.299714","-80.023597","NULL",3,"22","NULL",24119,"0","0","0","2","0","0","0","0","0","0","2","0"
"3930","New River Community College","Dublin","VA","24084-1127","www.nr.edu","37.105229","-80.696055","NULL",1,"31","NULL",10480,"0","0","0","0","0","0","0","0","0","0","0","0"
"3931","Sentara College of Health Sciences","Chesapeake","VA","23320","www.sentara.edu","36.777001","-76.242722","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3932","Tidewater Tech-Trades","Norfolk","VA","23502","www.tidewatertechtrades.edu","36.872864","-76.219925","NULL",3,"12","NULL",26795,"0","0","0","0","0","0","0","0","0","0","0","0"
"3933","Norfolk State University","Norfolk","VA","23504-8000","www.nsu.edu","36.848262","-76.26393","0.6567",1,"12","866",19299,"0","0","0","1","1","1","1","1","1","1","1","1"
"3934","Northern Virginia Community College","Annandale","VA","22003-3796","www.nvcc.edu","38.834039","-77.236679","NULL",1,"21","NULL",13481,"0","0","0","0","0","0","0","0","0","0","0","0"
"3935","Old Dominion University","Norfolk","VA","23529","www.odu.edu","36.884919","-76.309653","0.8189",1,"12","1007",20966,"0","0","0","2","2","1","1","1","2","2","2","1"
"3936","Patrick Henry Community College","Martinsville","VA","24112","www.patrickhenry.edu","36.7379","-79.871136","NULL",1,"41","NULL",10493,"0","0","0","0","0","0","0","0","0","0","0","0"
"3937","Paul D Camp Community College","Franklin","VA","23851","www.pdc.edu/","36.674535","-76.937572","NULL",1,"32","NULL",11088,"0","0","0","0","0","0","0","0","0","0","0","0"
"3938","Southside Regional Medical Center Professional Schools","Colonial Heights","VA","23834","www.srmconline.com","37.26768","-77.400021","0.1",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3939","Miller-Motte Technical College-Lynchburg","Lynchburg","VA","24502","www.miller-motte.edu/","37.375746","-79.226263","NULL",3,"13","NULL",21442,"0","0","0","0","0","0","0","0","0","0","0","0"
"3940","Piedmont Virginia Community College","Charlottesville","VA","22902-7589","www.pvcc.edu","38.006902","-78.48371","NULL",1,"23","NULL",10998,"0","0","0","0","0","0","0","0","0","0","0","0"
"3941","Radford University","Radford","VA","24142","www.radford.edu","37.136914","-80.549731","0.7891",1,"13","968",20582,"0","0","0","1","1","0","1","1","1","1","1","1"
"3942","Sylvain Melloul International Hair Academy","Lynchburg","VA","24502-2652","smiha.edu","37.36503","-79.178601","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3943","Randolph-Macon College","Ashland","VA","23005-5505","www.rmc.edu","37.749654","-77.472253","0.6034",2,"21","1086",47262,"0","1","0","1","0","1","1","1","1","1","1","1"
"3944","Randolph College","Lynchburg","VA","24503-1555","www.randolphcollege.edu","37.437429","-79.17079","0.8101",2,"13","1086",46060,"0","1","0","0","1","1","1","1","1","1","1","1"
"3945","Rappahannock Community College","Glenns","VA","23149-2616","www.rappahannock.edu/","37.564433","-76.623915","NULL",1,"42","NULL",10281,"0","0","0","0","0","0","0","0","0","0","0","0"
"3946","Fortis College-Norfolk","Norfolk","VA","23502-4101","www.fortisedu.info/cig-vabeach.php","36.84706","-76.18583","NULL",3,"12","NULL",38847,"0","0","0","0","0","0","0","0","0","0","0","0"
"3947","Richard Bland College of the College of William and Mary","Petersburg","VA","23805","www.rbc.edu","37.149331","-77.414211","0.5288",1,"41","NULL",14261,"0","0","0","0","0","0","0","0","0","0","0","0"
"3948","Bon Secours Memorial College of Nursing","Richmond","VA","23227-1149","www.bsmcon.edu","37.646876","-77.433191","NULL",2,"21","NULL",18593,"0","0","0","0","0","0","0","0","0","0","0","0"
"3949","University of Richmond","University of Richmond","VA","23173","www.richmond.edu","37.577625","-77.538702","0.318",2,"12","1337",57535,"0","1","0","1","0","0","1","1","1","1","1","1"
"3950","Riverside College of Health Careers","Newport News","VA","23601","www.riversideonline.com/rshc/","37.035234","-76.456345","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3951","Roanoke College","Salem","VA","24153-3794","www.roanoke.edu","37.29686","-80.056433","0.6932",2,"22","1087",50487,"0","1","0","1","1","0","1","1","1","1","1","1"
"3952","Bon Secours St Mary's Hospital School of Medical Imaging","Richmond","VA","23227","www.bonsecours.com/somi/index.asp","37.646799","-77.433133","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3953","Shenandoah University","Winchester","VA","22601-5195","www.su.edu","39.166058","-78.158376","0.8259",2,"13","994",42847,"0","1","0","0","1","0","1","1","1","1","1","1"
"3954","Southern Virginia University","Buena Vista","VA","24416","www.svu.edu","37.740669","-79.350296","0.4707",2,"32","1056",30009,"0","0","0","1","0","0","1","0","0","1","1","1"
"3955","Southside Virginia Community College","Alberta","VA","23821","www.southside.edu","36.839073","-77.917964","NULL",1,"42","NULL",12470,"0","0","0","0","0","0","0","0","0","0","0","0"
"3956","Southwest Virginia Community College","Richlands","VA","24641-1101","sw.edu","37.006196","-81.796682","NULL",1,"41","NULL",12136,"0","0","0","0","0","0","0","0","0","0","0","0"
"3957","Springfield Beauty Academy","Annandale","VA","22003","springfieldbeautyacademy.org/about-us/","38.831881","-77.196365","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3958","Staunton School of Cosmetology","Staunton","VA","24401-4323","hairstylingschool.com","38.149493","-79.070618","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3959","Strayer University-Virginia","Arlington","VA","22201","www.strayer.edu/virginia/arlington","38.8909","-77.085101","NULL",3,"12","NULL",32064,"0","0","0","2","0","0","0","0","0","2","2","0"
"3960","Sweet Briar College","Sweet Briar","VA","24595-9998","www.sbc.edu","37.556317","-79.079735","0.9354",2,"22","1056",48896,"0","1","0","0","0","1","1","1","1","1","1","1"
"3961","Thomas Nelson Community College","Hampton","VA","23666","www.tncc.edu","37.063654","-76.418615","NULL",1,"12","NULL",11208,"0","0","0","0","0","0","0","0","0","0","0","0"
"3962","Tidewater Community College","Norfolk","VA","23510","www.tcc.edu","36.850635","-76.289669","NULL",1,"12","NULL",10930,"0","0","0","0","0","0","0","0","0","0","0","0"
"3963","Union Presbyterian Seminary","Richmond","VA","23227","www.upsem.edu","37.578935","-77.449317","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3964","The University of Virginia's College at Wise","Wise","VA","24293-4400","https://www.uvawise.edu/","36.971468","-82.558728","0.6882",1,"32","946",20095,"0","0","0","1","0","1","0","1","0","1","1","1"
"3965","Virginia Highlands Community College","Abingdon","VA","24212-0828","www.vhcc.edu","36.699275","-82.001304","NULL",1,"23","NULL",10842,"0","0","0","0","0","0","0","0","0","0","0","0"
"3966","Virginia Polytechnic Institute and State University","Blacksburg","VA","24061-0131","WWW.VT.EDU","37.228572","-80.423229","0.7263",1,"13","1215",26165,"1","1","1","1","1","1","1","1","1","1","1","1"
"3967","Virginia Western Community College","Roanoke","VA","24015","virginiawestern.edu/","37.245648","-79.973133","NULL",1,"13","NULL",11025,"0","0","0","0","0","0","0","0","0","0","0","0"
"3968","Virginia Commonwealth University","Richmond","VA","23284-2512","www.vcu.edu/","37.547631","-77.453597","0.7535",1,"12","1105",27494,"0","1","0","1","1","1","1","1","1","1","1","1"
"3969","University of Virginia-Main Campus","Charlottesville","VA","22903-2628","www.virginia.edu/","38.037796","-78.505153","0.29",1,"23","1357",26063,"0","1","1","1","0","2","1","1","1","1","1","1"
"3970","Virginia Military Institute","Lexington","VA","24450-0304","www.vmi.edu","37.790644","-79.435737","0.444",1,"32","1162",25642,"0","0","0","1","0","1","1","1","1","1","0","1"
"3971","Virginia School of Hair Design","Hampton","VA","23669","www.vshd.us","37.025306","-76.346427","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3972","Virginia University of Lynchburg","Lynchburg","VA","24501","www.vul.edu","37.395135","-79.151518","NULL",2,"13","NULL",22541,"0","0","0","0","0","0","0","0","0","2","2","0"
"3973","Virginia State University","Petersburg","VA","23806","www.vsu.edu","37.236453","-77.419886","0.8006",1,"21","837",20767,"1","0","0","1","1","1","1","1","1","1","1","1"
"3974","Virginia Union University","Richmond","VA","23220","www.vuu.edu","37.561864","-77.450954","0.2389",2,"12","776",27703,"0","0","0","1","1","0","1","1","1","1","1","1"
"3975","Virginia Wesleyan College","Norfolk","VA","23502-5599","www.vwc.edu","36.868417","-76.18606","0.8904",2,"11","991",42600,"0","1","0","0","1","0","1","1","1","1","1","1"
"3976","Wards Corner Beauty Academy-Norfolk","Norfolk","VA","23505-3700","www.wardscornerbeautyacademy.edu","36.912397","-76.255297","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3977","Washington and Lee University","Lexington","VA","24450-2116","www.wlu.edu/","37.787832","-79.445724","0.1946",2,"32","1395",58575,"0","1","0","1","0","1","1","1","1","1","1","1"
"3978","Sanford-Brown College-Tysons Corner","McLean","VA","22102-4301","www.sanfordbrown.edu","38.91927","-77.211911","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","1","0"
"3979","Washington County Adult Skill Center","Abingdon","VA","24210","www.wcskillcenter.org","36.719667","-81.949929","NULL",1,"23","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
